ALERTSCounter,Alert for Acyl Transfer agent identified.,Alert for Michael Acceptor identified.,Alert for SN2 identified.,Alert for SNAr Identified.,Alert for Schiff base formation  identified.,CRAMERFLAGS,No skin sensitisation reactivity domains alerts identified.,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,SMILES
0.0000e+00,NO,NO,NO,NO,NO,,YES,0,0,10  16  811  17  812  18  813  19  814  17  815  18  816  19  82  5  82  8  83  6  83  9  84  10  84  7  85  11  86  12  87  13  88  14  89  15  8,0,0,202,0,0,3,AAADceB4AAAAAAAAAACAAAAAAAAAAAAAAAAwYMAAAAAAAAABUAAAGAAAAAAACACAEAAwAIAAAACAACBCAAACAAAgAAAIiAAAAIgIICKAERCAIAAggAAIiAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,-1,0,1,1,6460,C1=CC=C(C=C1)[SnH](C2=CC=CC=C2)C3=CC=CC=C3,15255,352.027403,19,0,triphenylstannane,InChI=1S/3C6H5.Sn.H/c3*1-2-4-6-5-3-1;;/h3*1-5H;;,NFHRNKANAAGQOH-UHFFFAOYSA-N,triphenylstannane,triphenylstannane,triphenylstannane,triphenylstannane,triphenylstannane,C18H16Sn,351.0,352.027403,C1=CC=C(C=C1)[SnH](C2=CC=CC=C2)C3=CC=CC=C3,0,,6460,C1([H])=C([H])C([H])=C(C([H])=C1[H])[Sn]([H])(C2=C([H])C([H])=C([H])C([H])=C2[H])C3=C([H])C([H])=C([H])C([H])=C3[H]
