CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_OPENEYE_CAN_SMILES,PUBCHEM_OPENEYE_ISO_SMILES,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,PUBCHEM_XLOGP3,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,10  13  811  14  813  15  814  15  82  4  82  7  83  4  83  8  86  10  86  11  87  9  88  9  8,0,0,215,1,0,2,AAADccBwIAAAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAGgAAAAAADASAmAAyAIAAAACIAqBSAAACAAAkAAAIiAEAAMgIIDKAFRCAIQAggAAIiYcIiMCOAAACAAAAAAAAAAQAAAAAAAAAAAAAAA==,-1,17.1,1,1,69511,15255,196.088815002,15,0,(3-methylphenyl)-phenylmethanone,"InChI=1S/C14H12O/c1-11-6-5-9-13(10-11)14(15)12-7-3-2-4-8-12/h2-10H,1H3",URBLVRAVOIVZFJ-UHFFFAOYSA-N,(3-methylphenyl)-phenylmethanone,(3-methylphenyl)-phenylmethanone,m-tolyl(phenyl)methanone,(3-methylphenyl)-phenyl-methanone,m-tolyl(phenyl)methanone,C14H12O,196.24,196.088815002,CC1=CC(=CC=C1)C(=O)C2=CC=CC=C2,CC1=CC(=CC=C1)C(=O)C2=CC=CC=C2,CC1=CC(=CC=C1)C(=O)C2=CC=CC=C2,0,3.5,,69511,"1N,2N,3N,5N,6N,7N,16N,17N,19N,23Y,27Y,28Y,29N,33N",C([H])([H])([H])C1=C([H])C([H])=C([H])C(=C1[H])C(=O)C2=C([H])C([H])=C([H])C([H])=C2[H]
