CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,37  51  837  65  838  52  838  66  839  51  839  67  840  52  840  68  841  65  841  67  842  66  842  68  843  49  843  61  844  50  844  62  849  55  850  56  853  55  853  63  854  56  854  64  859  69  859  75  860  70  860  76  861  63  862  64  869  79  870  80  875  77  876  78  877  81  878  82  879  81  880  82  8,1,0,2380,30,4,16,AAADcfB//jBwAAAAAAAAAAAAAAAAAAAAAAA8eMGCAAAAAAAB9AAAHAQQAAAADAjBWAQz0YfIEAKgAiRCZHDCAEkhAoAJiBwIZIiIKCLAmZGEIAxokALIyCcQgAAOCAgAACAEAQAQEAAAQAgCAAAAAAAAAA==,-1,525,7,1,6436733,CCN(CC)C1=NC(=NC(=N1)NC2=C(C=CC(=C2)S(=O)(=O)[O-])S(=O)(=O)[O-])NC3=CC(=C(C=C3)C=CC4=C(C=C(C=C4)NC5=NC(=NC(=N5)N(CC)CC)NC6=C(C=CC(=C6)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],15255,1304.0137451,82,0,"hexasodium;2-[[4-(diethylamino)-6-[4-[(E)-2-[4-[[4-(diethylamino)-6-(2,5-disulfonatoanilino)-1,3,5-triazin-2-yl]amino]-2-sulfonatophenyl]ethenyl]-3-sulfonatoanilino]-1,3,5-triazin-2-yl]amino]benzene-1,4-disulfonate","InChI=1S/C40H44N12O18S6.6Na/c1-5-51(6-2)39-47-35(45-37(49-39)43-29-21-27(71(53,54)55)15-17-31(29)73(59,60)61)41-25-13-11-23(33(19-25)75(65,66)67)9-10-24-12-14-26(20-34(24)76(68,69)70)42-36-46-38(50-40(48-36)52(7-3)8-4)44-30-22-28(72(56,57)58)16-18-32(30)74(62,63)64;;;;;;/h9-22H,5-8H2,1-4H3,(H,53,54,55)(H,56,57,58)(H,59,60,61)(H,62,63,64)(H,65,66,67)(H,68,69,70)(H2,41,43,45,47,49)(H2,42,44,46,48,50);;;;;;/q;6*+1/p-6/b10-9+;;;;;;",KMPSLWWDIJFERN-PTNBLCRGSA-H,"hexasodium;2-[[4-(diethylamino)-6-[4-[(E)-2-[4-[[4-(diethylamino)-6-(2,5-disulfonatoanilino)-1,3,5-triazin-2-yl]amino]-2-sulfonatophenyl]ethenyl]-3-sulfonatoanilino]-1,3,5-triazin-2-yl]amino]benzene-1,4-disulfonate","hexasodium;2-[[4-(diethylamino)-6-[4-[(<I>E</I>)-2-[4-[[4-(diethylamino)-6-(2,5-disulfonatoanilino)-1,3,5-triazin-2-yl]amino]-2-sulfonatophenyl]ethenyl]-3-sulfonatoanilino]-1,3,5-triazin-2-yl]amino]benzene-1,4-disulfonate","hexasodium;2-[[4-(diethylamino)-6-[4-[(E)-2-[4-[[4-(diethylamino)-6-(2,5-disulfonatoanilino)-1,3,5-triazin-2-yl]amino]-2-sulfonato-phenyl]vinyl]-3-sulfonato-anilino]-1,3,5-triazin-2-yl]amino]benzene-1,4-disulfonate","hexasodium;2-[[4-(diethylamino)-6-[[4-[(E)-2-[4-[[4-(diethylamino)-6-[(2,5-disulfonatophenyl)amino]-1,3,5-triazin-2-yl]amino]-2-sulfonato-phenyl]ethenyl]-3-sulfonato-phenyl]amino]-1,3,5-triazin-2-yl]amino]benzene-1,4-disulfonate","hexasodium;2-[[4-(diethylamino)-6-[4-[(E)-2-[4-[[4-(diethylamino)-6-(2,5-disulfonatoanilino)-s-triazin-2-yl]amino]-2-sulfonato-phenyl]vinyl]-3-sulfonato-anilino]-s-triazin-2-yl]amino]benzene-1,4-disulfonate",C40H38N12Na6O18S6,1305.1,1304.0137451,CCN(CC)C1=NC(=NC(=N1)NC2=C(C=CC(=C2)S(=O)(=O)[O-])S(=O)(=O)[O-])NC3=CC(=C(C=C3)/C=C/C4=C(C=C(C=C4)NC5=NC(=NC(=N5)N(CC)CC)NC6=C(C=CC(=C6)S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],0,,6436733,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C1=NC(=NC(=N1)N([H])C2=C([H])C([H])=C(/C(/[H])=C(\[H])/C3=C([H])C([H])=C(C([H])=C3S(=O)(=O)[O-])N([H])C4=NC(=NC(=N4)N([H])C5=C([H])C(=C([H])C([H])=C5S(=O)(=O)[O-])S(=O)(=O)[O-])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C(=C2[H])S(=O)(=O)[O-])N([H])C6=C([H])C(=C([H])C([H])=C6S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
