CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,11  12  811  13  812  15  813  16  814  18  814  19  815  17  816  17  818  20  819  21  820  22  821  22  8,0,0,371,2,0,5,AAADceB6IAgAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAHhAAAEAADAiBuABywIIAAAGgAiRiRACCAAAgAgAIiAAgbJgIJqKAkZGAMABkwAEIyAeQwCAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,-1,21.6,1,1,11197712,CC(C)(C)[Si](C)(C)OC(=NC1=CC=CC=C1)C2=CC=CC=C2,15255,311.170540955,22,0,N-phenylbenzenecarboximidic acid [tert-butyl(dimethyl)silyl] ester,"InChI=1S/C19H25NOSi/c1-19(2,3)22(4,5)21-18(16-12-8-6-9-13-16)20-17-14-10-7-11-15-17/h6-15H,1-5H3",CQKWSHDUCPVOAI-UHFFFAOYSA-N,[tert-butyl(dimethyl)silyl] N-phenylbenzenecarboximidate,[<I>tert</I>-butyl(dimethyl)silyl] <I>N</I>-phenylbenzenecarboximidate,[tert-butyl(dimethyl)silyl] N-phenylbenzenecarboximidate,[tert-butyl(dimethyl)silyl] N-phenylbenzenecarboximidate,N-phenylbenzenecarboximidic acid [tert-butyl(dimethyl)silyl] ester,C19H25NOSi,311.5,311.170540955,CC(C)(C)[Si](C)(C)OC(=NC1=CC=CC=C1)C2=CC=CC=C2,0,,11197712,"1N,2N,3Y,4N",C([H])([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[Si](C([H])([H])[H])(C([H])([H])[H])O/C(=N\C1=C([H])C([H])=C([H])C([H])=C1[H])/C2=C([H])C([H])=C([H])C([H])=C2[H]
