CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,PUBCHEM_XLOGP3_AA,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,3  10  83  8  84  11  84  8  85  10  85  11  8,0,0,111,7,4,2,AAADccBjoAAAAAAAAAAAAAAAAAAAAAAAAAAsAAAAAAAAAAABgAAAFgAQCAAAAAAAAAYBEAbIEgAgAAAAJAAAAAkAAIABAIAIAAGAGAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,-1,123,1,1,70300,C(NC1=NC(=NC(=N1)N)N)O,15255,156.07595890,11,0,"[(4,6-diamino-1,3,5-triazin-2-yl)amino]methanol","InChI=1S/C4H8N6O/c5-2-8-3(6)10-4(9-2)7-1-11/h11H,1H2,(H5,5,6,7,8,9,10)",MBHRHUJRKGNOKX-UHFFFAOYSA-N,"[(4,6-diamino-1,3,5-triazin-2-yl)amino]methanol","[(4,6-diamino-1,3,5-triazin-2-yl)amino]methanol","[(4,6-diamino-1,3,5-triazin-2-yl)amino]methanol","[[4,6-bis(azanyl)-1,3,5-triazin-2-yl]amino]methanol","[(4,6-diamino-s-triazin-2-yl)amino]methanol",C4H8N6O,156.15,156.07595890,C(NC1=NC(=NC(=N1)N)N)O,0,-1,,70300,"1N,2N,3N,5N,6N,7Y,8N,10N,11Y,33N",C([H])([H])(N([H])C1=NC(=NC(=N1)N([H])[H])N([H])[H])O[H]
