CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,0,0,101,0,0,6,AAADceBwAAAGAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAACACAAAACAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAEAgIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,-1,0,1,1,76538,CCCCCCCC[Sn](Cl)(Cl)Cl,15255,337.941786,12,0,trichloro(octyl)stannane,"InChI=1S/C8H17.3ClH.Sn/c1-3-5-7-8-6-4-2;;;;/h1,3-8H2,2H3;3*1H;/q;;;;+3/p-3",INTLMJZQCBRQAT-UHFFFAOYSA-K,trichloro(octyl)stannane,trichloro(octyl)stannane,trichloro(octyl)stannane,tris(chloranyl)-octyl-stannane,trichloro(octyl)stannane,C8H17Cl3Sn,338.3,337.941786,CCCCCCCC[Sn](Cl)(Cl)Cl,0,,76538,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[Sn](Cl)(Cl)Cl
