CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,17  41  817  43  818  42  818  44  819  41  819  45  820  42  820  46  823  43  823  45  824  44  824  46  827  29  827  37  828  30  828  38  829  35  830  36  833  35  833  39  834  36  834  40  837  39  838  40  847  49  847  51  848  50  848  52  849  57  850  58  851  59  852  60  857  61  858  62  859  61  860  62  8,1,0,1470,22,4,20,AAADcfB//DBgAAAAAAAAAAAAAAAAAAAAAAA8eMGCAAAAAAAB9AAAHgQUAAAADAih2AIz0YbYUAKgAiRCZHDCAEkhAoAJiBgAZIiIKCLAmZGEIAxokAJIyCcQgAAOCAAAACAEAAAQAAAAQAgAAAAAAAAAAA==,-1,300,3,1,91927802,CCON(C1=NC(=NC(=N1)NC2=CC(=C(C=C2)C=CC3=C(C=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=CC=C5)N(OCC)OCC)S(=O)(=O)[O-])S(=O)(=O)[O-])NC6=CC=CC=C6)OCC.[Na+].[Na+],15255,960.23836649,66,0,"disodium;5-[[4-anilino-6-(diethoxyamino)-1,3,5-triazin-2-yl]amino]-2-[(E)-2-[4-[[4-anilino-6-(diethoxyamino)-1,3,5-triazin-2-yl]amino]-2-sulfonatophenyl]ethenyl]benzenesulfonate","InChI=1S/C40H44N12O10S2.2Na/c1-5-59-51(60-6-2)39-47-35(41-29-15-11-9-12-16-29)45-37(49-39)43-31-23-21-27(33(25-31)63(53,54)55)19-20-28-22-24-32(26-34(28)64(56,57)58)44-38-46-36(42-30-17-13-10-14-18-30)48-40(50-38)52(61-7-3)62-8-4;;/h9-26H,5-8H2,1-4H3,(H,53,54,55)(H,56,57,58)(H2,41,43,45,47,49)(H2,42,44,46,48,50);;/q;2*+1/p-2/b20-19+;;",JUBLHYOQMVXSEM-LLIZZRELSA-L,"disodium;5-[[4-anilino-6-(diethoxyamino)-1,3,5-triazin-2-yl]amino]-2-[(E)-2-[4-[[4-anilino-6-(diethoxyamino)-1,3,5-triazin-2-yl]amino]-2-sulfonatophenyl]ethenyl]benzenesulfonate","disodium;5-[[4-anilino-6-(diethoxyamino)-1,3,5-triazin-2-yl]amino]-2-[(<I>E</I>)-2-[4-[[4-anilino-6-(diethoxyamino)-1,3,5-triazin-2-yl]amino]-2-sulfonatophenyl]ethenyl]benzenesulfonate","disodium;5-[[4-anilino-6-(diethoxyamino)-1,3,5-triazin-2-yl]amino]-2-[(E)-2-[4-[[4-anilino-6-(diethoxyamino)-1,3,5-triazin-2-yl]amino]-2-sulfonato-phenyl]vinyl]benzenesulfonate","disodium;5-[[4-(diethoxyamino)-6-phenylazanyl-1,3,5-triazin-2-yl]amino]-2-[(E)-2-[4-[[4-(diethoxyamino)-6-phenylazanyl-1,3,5-triazin-2-yl]amino]-2-sulfonato-phenyl]ethenyl]benzenesulfonate",disodium;5-[[4-anilino-6-(diethoxyamino)-s-triazin-2-yl]amino]-2-[(E)-2-[4-[[4-anilino-6-(diethoxyamino)-s-triazin-2-yl]amino]-2-sulfonato-phenyl]vinyl]besylate,C40H42N12Na2O10S2,960.9,960.23836649,CCON(C1=NC(=NC(=N1)NC2=CC(=C(C=C2)/C=C/C3=C(C=C(C=C3)NC4=NC(=NC(=N4)NC5=CC=CC=C5)N(OCC)OCC)S(=O)(=O)[O-])S(=O)(=O)[O-])NC6=CC=CC=C6)OCC.[Na+].[Na+],0,,91927802,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])ON(C1=NC(=NC(=N1)N([H])C2=C([H])C([H])=C([H])C([H])=C2[H])N([H])C3=C([H])C([H])=C(/C(/[H])=C(\[H])/C4=C([H])C([H])=C(C([H])=C4S(=O)(=O)[O-])N([H])C5=NC(=NC(=N5)N(OC([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H])N([H])C6=C([H])C([H])=C([H])C([H])=C6[H])C(=C3[H])S(=O)(=O)[O-])OC([H])([H])C([H])([H])[H].[Na+].[Na+]
