CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,PUBCHEM_XLOGP3_AA,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,17  25  817  33  818  26  818  34  819  27  819  35  820  28  820  36  821  29  821  37  822  30  822  38  823  31  823  39  824  32  824  40  825  49  826  50  827  51  828  53  829  52  830  54  831  55  832  56  833  57  834  58  835  59  836  61  837  60  838  62  839  63  840  64  841  49  841  57  842  51  842  59  843  50  843  58  844  52  844  60  845  53  845  61  846  55  846  63  847  54  847  62  848  56  848  64  8,0,0,1540,12,0,0,AAADcfB8PABwAAAAAAAAAAAAAAAAAAAAAAAwYMGDAAAAAAABVAAAGgQAAAAACASA0AAwB4AABAqAACBCAHBCCAAgKBAIiBgGCIgMJiKkMRqCOCCkwBEoqAeAQAAAAIAAAAAAAAABAAAAAAAAAAAAAAAAAA==,-1,207,1,1,177842927,C1=CC2=CC=C1OC3=CC=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)S(=O)(=O)C6=CC=C(C=C6)OC7=CC=C(C=C7)S(=O)(=O)C8=CC=C(C=C8)OC9=CC=C(S2(=O)=O)C=C9,15255,928.07766115,64,0,"2,12,22,32-tetraoxa-7lambda6,17lambda6,27lambda6,37lambda6-tetrathianonacyclo[36.2.2.23,6.28,11.213,16.218,21.223,26.228,31.233,36]hexapentaconta-1(40),3(56),4,6(55),8(54),9,11(53),13(52),14,16(51),18(50),19,21(49),23,25,28,30,33,35,38,41,43,45,47-tetracosaene 7,7,17,17,27,27,37,37-octaoxide","InChI=1S/C48H32O12S4/c49-61(50)41-17-1-33(2-18-41)57-34-3-19-43(20-4-34)62(51,52)44-23-7-37(8-24-44)59-38-11-27-47(28-12-38)64(55,56)48-31-15-40(16-32-48)60-39-13-29-46(30-14-39)63(53,54)45-25-9-36(10-26-45)58-35-5-21-42(61)22-6-35/h1-32H",UUDUHNUKZNSVNA-UHFFFAOYSA-N,"2,12,22,32-tetraoxa-7lambda6,17lambda6,27lambda6,37lambda6-tetrathianonacyclo[36.2.2.23,6.28,11.213,16.218,21.223,26.228,31.233,36]hexapentaconta-1(40),3(56),4,6(55),8(54),9,11(53),13(52),14,16(51),18(50),19,21(49),23,25,28,30,33,35,38,41,43,45,47-tetracosaene 7,7,17,17,27,27,37,37-octaoxide","2,12,22,32-tetraoxa-7&lambda;<SUP>6</SUP>,17&lambda;<SUP>6</SUP>,27&lambda;<SUP>6</SUP>,37&lambda;<SUP>6</SUP>-tetrathianonacyclo[36.2.2.2<SUP>3,6</SUP>.2<SUP>8,11</SUP>.2<SUP>13,16</SUP>.2<SUP>18,21</SUP>.2<SUP>23,26</SUP>.2<SUP>28,31</SUP>.2<SUP>33,36</SUP>]hexapentaconta-1(40),3(56),4,6(55),8(54),9,11(53),13(52),14,16(51),18(50),19,21(49),23,25,28,30,33,35,38,41,43,45,47-tetracosaene 7,7,17,17,27,27,37,37-octaoxide","2,12,22,32-tetraoxa-7lambda6,17lambda6,27lambda6,37lambda6-tetrathianonacyclo[36.2.2.23,6.28,11.213,16.218,21.223,26.228,31.233,36]hexapentaconta-1(40),3(56),4,6(55),8(54),9,11(53),13(52),14,16(51),18(50),19,21(49),23,25,28,30,33,35,38,41,43,45,47-tetracosaene 7,7,17,17,27,27,37,37-octaoxide","2,12,22,32-tetraoxa-7lambda6,17lambda6,27lambda6,37lambda6-tetrathianonacyclo[36.2.2.23,6.28,11.213,16.218,21.223,26.228,31.233,36]hexapentaconta-1(40),3(56),4,6(55),8(54),9,11(53),13(52),14,16(51),18(50),19,21(49),23,25,28,30,33,35,38,41,43,45,47-tetracosaene 7,7,17,17,27,27,37,37-octaoxide","2,12,22,32-tetraoxa-7lambda6,17lambda6,27lambda6,37lambda6-tetrathianonacyclo[36.2.2.23,6.28,11.213,16.218,21.223,26.228,31.233,36]hexapentaconta-1(40),3(56),4,6(55),8(54),9,11(53),13(52),14,16(51),18(50),19,21(49),23,25,28,30,33,35,38,41,43,45,47-tetracosaene 7,7,17,17,27,27,37,37-octaoxide",C48H32O12S4,929.0,928.07766115,C1=CC2=CC=C1OC3=CC=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)S(=O)(=O)C6=CC=C(C=C6)OC7=CC=C(C=C7)S(=O)(=O)C8=CC=C(C=C8)OC9=CC=C(S2(=O)=O)C=C9,0,9.3,,177842927,"1N,2N,3Y,4N",C1([H])=C2C([H])=C([H])C(=C1[H])S(=O)(=O)C3=C([H])C([H])=C(C([H])=C3[H])OC4=C([H])C([H])=C(C([H])=C4[H])S(=O)(=O)C5=C([H])C([H])=C(C([H])=C5[H])OC6=C([H])C([H])=C(C([H])=C6[H])S(=O)(=O)C7=C([H])C([H])=C(C([H])=C7[H])OC8=C([H])C([H])=C(C([H])=C8[H])S(=O)(=O)C9=C([H])C([H])=C(C([H])=C9[H])O2
