CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,4,13  5  314  6  37  11  38  12  3,0,0,115,6,4,8,AAADceBwOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACBSggAICAAAABgAAAAAAAAAAAAAAAAAAAAAAAAABEAAAAAACQAAAAAADAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,-1,99.4,2,1,134692469,CC(CO)OC(C)CO.CC(COCC(C)O)O,15255,268.18858861,18,0,2-(1-hydroxypropan-2-yloxy)-1-propanol;1-(2-hydroxypropoxy)-2-propanol,"InChI=1S/2C6H14O3/c1-5(7)3-9-4-6(2)8;1-5(3-7)9-6(2)4-8/h2*5-8H,3-4H2,1-2H3",BPRJQFIHEGORJE-UHFFFAOYSA-N,2-(1-hydroxypropan-2-yloxy)propan-1-ol;1-(2-hydroxypropoxy)propan-2-ol,2-(1-hydroxypropan-2-yloxy)propan-1-ol;1-(2-hydroxypropoxy)propan-2-ol,2-(2-hydroxy-1-methyl-ethoxy)propan-1-ol;1-(2-hydroxypropoxy)propan-2-ol,2-(1-oxidanylpropan-2-yloxy)propan-1-ol;1-(2-oxidanylpropoxy)propan-2-ol,2-(2-hydroxy-1-methyl-ethoxy)propan-1-ol;1-(2-hydroxypropoxy)propan-2-ol,C12H28O6,268.35,268.18858861,CC(CO)OC(C)CO.CC(COCC(C)O)O,0,,134692469,"1N,2N,3N,5N,6N,7N,16N,17N,19Y,20N,22N,33N",C([H])([H])([H])C([H])(C([H])([H])OC([H])([H])C([H])(C([H])([H])[H])O[H])O[H].C([H])([H])([H])C([H])(C([H])([H])O[H])OC([H])(C([H])([H])[H])C([H])([H])O[H]
