CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,10  19  811  20  812  21  812  22  813  15  814  16  815  17  816  18  817  19  818  20  82  10  82  11  821  25  822  28  825  29  828  29  87  8  87  9  88  13  89  11  89  14  8,0,0,823,5,2,7,AAADceB7MAAEAAAAAAAAAAAAAAAAAAAAAAAwYIEAAAAAAACBQAAAHgAQAAAADAzhmAYyzoLABACoAyTyTACCCAAlIgAIiIE+bNgMJjLEtZuGOSjm0BnI6YeY2POOqAACAgAaAABQAAQEADQAAAAAAAAAAA==,-1,61.5,2,1,13806,CCNC1=CC2=C(C=C1C)C(=C3C=C(C(=[NH+]CC)C=C3O2)C)C4=CC=CC=C4C(=O)OCC.[Cl-],15255,478.2023205,34,0,"[9-(2-ethoxycarbonylphenyl)-6-(ethylamino)-2,7-dimethyl-3-xanthenylidene]-ethylammonium chloride","InChI=1S/C28H30N2O3.ClH/c1-6-29-23-15-25-21(13-17(23)4)27(19-11-9-10-12-20(19)28(31)32-8-3)22-14-18(5)24(30-7-2)16-26(22)33-25;/h9-16,29H,6-8H2,1-5H3;1H",VYXSBFYARXAAKO-UHFFFAOYSA-N,"[9-(2-ethoxycarbonylphenyl)-6-(ethylamino)-2,7-dimethylxanthen-3-ylidene]-ethylazanium chloride","[9-(2-ethoxycarbonylphenyl)-6-(ethylamino)-2,7-dimethylxanthen-3-ylidene]-ethylazanium chloride","[9-(2-ethoxycarbonylphenyl)-6-(ethylamino)-2,7-dimethyl-xanthen-3-ylidene]-ethyl-ammonium chloride","[9-(2-ethoxycarbonylphenyl)-6-(ethylamino)-2,7-dimethyl-xanthen-3-ylidene]-ethyl-azanium chloride","[9-(2-carbethoxyphenyl)-6-(ethylamino)-2,7-dimethyl-xanthen-3-ylidene]-ethyl-ammonium chloride",C28H31ClN2O3,479.0,478.2023205,CCNC1=CC2=C(C=C1C)C(=C3C=C(C(=[NH+]CC)C=C3O2)C)C4=CC=CC=C4C(=O)OCC.[Cl-],0,,13806,"1N,2N,3Y,4N",C([H])([H])([H])C([H])([H])N([H])C1=C([H])C2=C(C([H])=C1C([H])([H])[H])C(=C3C([H])=C(C([H])([H])[H])/C(=[N+](\[H])/C([H])([H])C([H])([H])[H])/C([H])=C3O2)C4=C(C([H])=C([H])C([H])=C4[H])C(=O)OC([H])([H])C([H])([H])[H].[Cl-]
