CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,12  15  813  16  814  17  815  18  816  18  817  20  819  20  84  19  84  8  88  14  89  12  89  13  8,0,0,236,3,1,6,AAADceB7AAAEAAAAAAAAAAAAAAAAAAAAAAA8QAAAAAAAAAABwAAAHAAAAAAADADBGgQ/sJMIEACgAjJnZACCgCkxAiAJ2CA4ZJiIYOLAmZGUIAhogALIyCcQgAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,-1,19.4,2,1,9066,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2.Cl,15255,291.1502254,20,0,"N,N-dimethyl-N'-(phenylmethyl)-N'-(2-pyridinyl)ethane-1,2-diamine;hydrochloride","InChI=1S/C16H21N3.ClH/c1-18(2)12-13-19(16-10-6-7-11-17-16)14-15-8-4-3-5-9-15;/h3-11H,12-14H2,1-2H3;1H",FSSICIQKZGUEAE-UHFFFAOYSA-N,"N'-benzyl-N,N-dimethyl-N'-pyridin-2-ylethane-1,2-diamine;hydrochloride","<I>N</I>&apos;-benzyl-<I>N</I>,<I>N</I>-dimethyl-<I>N</I>&apos;-pyridin-2-ylethane-1,2-diamine;hydrochloride","N'-benzyl-N,N-dimethyl-N'-(2-pyridyl)ethane-1,2-diamine;hydrochloride","N,N-dimethyl-N'-(phenylmethyl)-N'-pyridin-2-yl-ethane-1,2-diamine;hydrochloride",benzyl-[2-(dimethylamino)ethyl]-(2-pyridyl)amine;hydrochloride,C16H22ClN3,291.82,291.1502254,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2.Cl,0,,9066,"1N,2N,3Y,4N",C([H])([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])N(C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C2=NC([H])=C([H])C([H])=C2[H].Cl[H]
