CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,10  14  811  15  812  14  813  15  84  6  84  8  85  7  85  9  86  10  87  11  88  12  89  13  8,0,0,174,0,0,2,AAADccBwAAAGAAAAAACAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAGAAAAAAACACAEAAwAIAAAACAACBCAAACAAAgAAAIiAAAAIgIICKAERCAIAAggAAIiAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,-1,0,1,1,14342,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)(Cl)Cl,15255,343.918158,15,0,dichloro(diphenyl)stannane,InChI=1S/2C6H5.2ClH.Sn/c2*1-2-4-6-5-3-1;;;/h2*1-5H;2*1H;/q;;;;+2/p-2,ISXUHJXWYNONDI-UHFFFAOYSA-L,dichloro(diphenyl)stannane,dichloro(diphenyl)stannane,dichloro(diphenyl)stannane,bis(chloranyl)-diphenyl-stannane,dichloro(diphenyl)stannane,C12H10Cl2Sn,343.8,343.918158,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)(Cl)Cl,0,,14342,"1N,2N,3Y,4N",C1([H])=C([H])C([H])=C(C([H])=C1[H])[Sn](C2=C([H])C([H])=C([H])C([H])=C2[H])(Cl)Cl
