CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,29  43  829  61  830  44  830  62  831  43  831  63  832  44  832  64  833  61  833  63  834  62  834  64  841  45  841  57  842  46  842  58  845  49  846  50  847  49  847  59  848  50  848  60  857  59  858  60  865  67  865  71  866  68  866  72  867  69  868  70  869  73  870  74  871  75  872  76  873  75  874  76  8,1,0,1960,28,8,20,AAADcfB//jBwAAAAAAAAAAAAAAAAAAAAAAA8eMGCAAAAAAAB9AAAHgQQCAAADAjh2AYx0YfIEgKgAiRCZHDCAEkhAoAJiBgIZIiKOCLAmZGEIAxokALYyCcQgAAOCAAAACAEAAAQAAAAQAgAAAAAAAAAAA==,-1,475,5,1,14422805,C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)N(CCO)CCO)NC3=CC(=C(C=C3)C=CC4=C(C=C(C=C4)NC5=NC(=NC(=N5)NC6=CC(=CC=C6)S(=O)(=O)[O-])N(CCO)CCO)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],15255,1164.1158851,76,0,"tetrasodium;5-[[4-[bis(2-hydroxyethyl)amino]-6-(3-sulfonatoanilino)-1,3,5-triazin-2-yl]amino]-2-[(E)-2-[4-[[4-[bis(2-hydroxyethyl)amino]-6-(3-sulfonatoanilino)-1,3,5-triazin-2-yl]amino]-2-sulfonatophenyl]ethenyl]benzenesulfonate","InChI=1S/C40H44N12O16S4.4Na/c53-17-13-51(14-18-54)39-47-35(41-27-3-1-5-31(21-27)69(57,58)59)45-37(49-39)43-29-11-9-25(33(23-29)71(63,64)65)7-8-26-10-12-30(24-34(26)72(66,67)68)44-38-46-36(48-40(50-38)52(15-19-55)16-20-56)42-28-4-2-6-32(22-28)70(60,61)62;;;;/h1-12,21-24,53-56H,13-20H2,(H,57,58,59)(H,60,61,62)(H,63,64,65)(H,66,67,68)(H2,41,43,45,47,49)(H2,42,44,46,48,50);;;;/q;4*+1/p-4/b8-7+;;;;",FUFMEQTUGKXEQF-YZNHWISSSA-J,"tetrasodium;5-[[4-[bis(2-hydroxyethyl)amino]-6-(3-sulfonatoanilino)-1,3,5-triazin-2-yl]amino]-2-[(E)-2-[4-[[4-[bis(2-hydroxyethyl)amino]-6-(3-sulfonatoanilino)-1,3,5-triazin-2-yl]amino]-2-sulfonatophenyl]ethenyl]benzenesulfonate","tetrasodium;5-[[4-[bis(2-hydroxyethyl)amino]-6-(3-sulfonatoanilino)-1,3,5-triazin-2-yl]amino]-2-[(<I>E</I>)-2-[4-[[4-[bis(2-hydroxyethyl)amino]-6-(3-sulfonatoanilino)-1,3,5-triazin-2-yl]amino]-2-sulfonatophenyl]ethenyl]benzenesulfonate","tetrasodium;5-[[4-[bis(2-hydroxyethyl)amino]-6-(3-sulfonatoanilino)-1,3,5-triazin-2-yl]amino]-2-[(E)-2-[4-[[4-[bis(2-hydroxyethyl)amino]-6-(3-sulfonatoanilino)-1,3,5-triazin-2-yl]amino]-2-sulfonato-phenyl]vinyl]benzenesulfonate","tetrasodium;5-[[4-[bis(2-hydroxyethyl)amino]-6-[(3-sulfonatophenyl)amino]-1,3,5-triazin-2-yl]amino]-2-[(E)-2-[4-[[4-[bis(2-hydroxyethyl)amino]-6-[(3-sulfonatophenyl)amino]-1,3,5-triazin-2-yl]amino]-2-sulfonato-phenyl]ethenyl]benzenesulfonate",tetrasodium;5-[[4-[bis(2-hydroxyethyl)amino]-6-(3-sulfonatoanilino)-s-triazin-2-yl]amino]-2-[(E)-2-[4-[[4-[bis(2-hydroxyethyl)amino]-6-(3-sulfonatoanilino)-s-triazin-2-yl]amino]-2-sulfonato-phenyl]vinyl]besylate,C40H40N12Na4O16S4,1165.0,1164.1158851,C1=CC(=CC(=C1)S(=O)(=O)[O-])NC2=NC(=NC(=N2)N(CCO)CCO)NC3=CC(=C(C=C3)/C=C/C4=C(C=C(C=C4)NC5=NC(=NC(=N5)NC6=CC(=CC=C6)S(=O)(=O)[O-])N(CCO)CCO)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],0,,14422805,"1N,2N,3Y,4N",C1([H])=C([H])C(=C([H])C(=C1[H])N([H])C2=NC(=NC(=N2)N([H])C3=C([H])C([H])=C(/C(/[H])=C(\[H])/C4=C([H])C([H])=C(C([H])=C4S(=O)(=O)[O-])N([H])C5=NC(=NC(=N5)N(C([H])([H])C([H])([H])O[H])C([H])([H])C([H])([H])O[H])N([H])C6=C([H])C([H])=C([H])C(=C6[H])S(=O)(=O)[O-])C(=C3[H])S(=O)(=O)[O-])N(C([H])([H])C([H])([H])O[H])C([H])([H])C([H])([H])O[H])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]
