CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,PUBCHEM_XLOGP3_AA,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,13  19  813  25  814  20  814  26  815  21  815  27  816  22  816  28  817  23  817  29  818  24  818  30  819  37  820  38  821  39  822  41  823  40  824  42  825  43  826  44  827  45  828  47  829  46  830  48  831  37  831  43  832  39  832  45  833  38  833  44  834  40  834  46  835  41  835  47  836  42  836  48  8,0,0,1110,9,0,0,AAADceB8PABgAAAAAAAAAAAAAAAAAAAAAAAwYMGDAAAAAAABVAAAGgQAAAAACASA0AAwB4AABAqAACBCAHBCCAAgKBAIiBgGCIgMJiKkMRqCOCCkwBEoqAeAQAAAAIAAAAAAAAABAAAAAAAAAAAAAAAAAA==,-1,155,1,1,177842950,C1=CC2=CC=C1OC3=CC=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)S(=O)(=O)C6=CC=C(C=C6)OC7=CC=C(S2(=O)=O)C=C7,15255,696.05824586,48,0,"2,12,22-trioxa-7lambda6,17lambda6,27lambda6-trithiaheptacyclo[26.2.2.23,6.28,11.213,16.218,21.223,26]dotetraconta-1(30),3(42),4,6(41),8(40),9,11(39),13(38),14,16(37),18,20,23,25,28,31,33,35-octadecaene 7,7,17,17,27,27-hexaoxide","InChI=1S/C36H24O9S3/c37-46(38)31-13-1-25(2-14-31)43-26-3-15-33(16-4-26)47(39,40)34-19-7-29(8-20-34)45-30-11-23-36(24-12-30)48(41,42)35-21-9-28(10-22-35)44-27-5-17-32(46)18-6-27/h1-24H",LZTVYZRXKXHBFA-UHFFFAOYSA-N,"2,12,22-trioxa-7lambda6,17lambda6,27lambda6-trithiaheptacyclo[26.2.2.23,6.28,11.213,16.218,21.223,26]dotetraconta-1(30),3(42),4,6(41),8(40),9,11(39),13(38),14,16(37),18,20,23,25,28,31,33,35-octadecaene 7,7,17,17,27,27-hexaoxide","2,12,22-trioxa-7&lambda;<SUP>6</SUP>,17&lambda;<SUP>6</SUP>,27&lambda;<SUP>6</SUP>-trithiaheptacyclo[26.2.2.2<SUP>3,6</SUP>.2<SUP>8,11</SUP>.2<SUP>13,16</SUP>.2<SUP>18,21</SUP>.2<SUP>23,26</SUP>]dotetraconta-1(30),3(42),4,6(41),8(40),9,11(39),13(38),14,16(37),18,20,23,25,28,31,33,35-octadecaene 7,7,17,17,27,27-hexaoxide","2,12,22-trioxa-7lambda6,17lambda6,27lambda6-trithiaheptacyclo[26.2.2.23,6.28,11.213,16.218,21.223,26]dotetraconta-1(30),3(42),4,6(41),8(40),9,11(39),13(38),14,16(37),18,20,23,25,28,31,33,35-octadecaene 7,7,17,17,27,27-hexaoxide","2,12,22-trioxa-7lambda6,17lambda6,27lambda6-trithiaheptacyclo[26.2.2.23,6.28,11.213,16.218,21.223,26]dotetraconta-1(30),3(42),4,6(41),8(40),9,11(39),13(38),14,16(37),18,20,23,25,28,31,33,35-octadecaene 7,7,17,17,27,27-hexaoxide","2,12,22-trioxa-7lambda6,17lambda6,27lambda6-trithiaheptacyclo[26.2.2.23,6.28,11.213,16.218,21.223,26]dotetraconta-1(30),3(42),4,6(41),8(40),9,11(39),13(38),14,16(37),18,20,23,25,28,31,33,35-octadecaene 7,7,17,17,27,27-hexaoxide",C36H24O9S3,696.8,696.05824586,C1=CC2=CC=C1OC3=CC=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)OC5=CC=C(C=C5)S(=O)(=O)C6=CC=C(C=C6)OC7=CC=C(S2(=O)=O)C=C7,0,7,,177842950,"1N,2N,3Y,4N",C1([H])=C2C([H])=C([H])C(=C1[H])S(=O)(=O)C3=C([H])C([H])=C(C([H])=C3[H])OC4=C([H])C([H])=C(C([H])=C4[H])S(=O)(=O)C5=C([H])C([H])=C(C([H])=C5[H])OC6=C([H])C([H])=C(C([H])=C6[H])S(=O)(=O)C7=C([H])C([H])=C(C([H])=C7[H])O2
