ALERTSCounter,Alert for Acyl Transfer agent identified.,Alert for Michael Acceptor identified.,Alert for SN2 identified.,Alert for SNAr Identified.,Alert for Schiff base formation  identified.,CRAMERFLAGS,No skin sensitisation reactivity domains alerts identified.,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,SMILES
1.0000e+00,NO,YES,NO,NO,NO,,NO,0,0,29  31  829  33  829  35  830  32  830  34  830  36  831  39  831  41  832  40  832  42  833  47  834  48  835  45  836  46  837  39  837  45  838  40  838  46  841  43  842  44  843  47  844  48  849  53  849  55  850  54  850  56  851  57  851  59  852  58  852  60  853  57  854  58  855  59  856  60  8,0,0,1710,20,4,5,AAADceB/vDBwAAAAAAAAAAAAAAAAAAAAAAAwYMGDAAAAAADBVAAAHgQYCAAADAyB2AAwx8BAAgKCAiRCQHDCAEAgIgAIiBwFbIgKJiKSkZOAcARm0BkI2AeQwPAOmAABxCAaEQAwAAOIQDQiAAAAAAAAAA==,-1,404,5,1,17449,C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])N)O)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)[O-])S(=O)(=O)[O-])N)O.[Na+].[Na+].[Na+].[Na+],15255,931.9511112,60,0,"tetrasodium;5-amino-3-[4-[4-[(8-amino-1-hydroxy-3,6-disulfonato-2-naphthalenyl)azo]phenyl]phenyl]azo-4-hydroxynaphthalene-2,7-disulfonate","InChI=1S/C32H24N6O14S4.4Na/c33-23-13-21(53(41,42)43)9-17-11-25(55(47,48)49)29(31(39)27(17)23)37-35-19-5-1-15(2-6-19)16-3-7-20(8-4-16)36-38-30-26(56(50,51)52)12-18-10-22(54(44,45)46)14-24(34)28(18)32(30)40;;;;/h1-14,39-40H,33-34H2,(H,41,42,43)(H,44,45,46)(H,47,48,49)(H,50,51,52);;;;/q;4*+1/p-4",MPCYPRXRVWZKGF-UHFFFAOYSA-J,"tetrasodium;5-amino-3-[[4-[4-[(8-amino-1-hydroxy-3,6-disulfonatonaphthalen-2-yl)diazenyl]phenyl]phenyl]diazenyl]-4-hydroxynaphthalene-2,7-disulfonate","tetrasodium;5-amino-3-[[4-[4-[(8-amino-1-hydroxy-3,6-disulfonatonaphthalen-2-yl)diazenyl]phenyl]phenyl]diazenyl]-4-hydroxynaphthalene-2,7-disulfonate","tetrasodium;5-amino-3-[4-[4-[(8-amino-1-hydroxy-3,6-disulfonato-2-naphthyl)azo]phenyl]phenyl]azo-4-hydroxy-naphthalene-2,7-disulfonate","tetrasodium;5-azanyl-3-[[4-[4-[(8-azanyl-1-oxidanyl-3,6-disulfonato-naphthalen-2-yl)diazenyl]phenyl]phenyl]diazenyl]-4-oxidanyl-naphthalene-2,7-disulfonate","tetrasodium;5-amino-3-[4-[4-[(8-amino-1-hydroxy-3,6-disulfonato-2-naphthyl)azo]phenyl]phenyl]azo-4-hydroxy-naphthalene-2,7-disulfonate",C32H20N6Na4O14S4,932.8,931.9511112,C1=CC(=CC=C1C2=CC=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])N)O)N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)[O-])S(=O)(=O)[O-])N)O.[Na+].[Na+].[Na+].[Na+],0,,17449,C1([H])=C(C([H])=C([H])C(=C1[H])/N=N/C2=C(C([H])=C3C([H])=C(C([H])=C(C3=C2O[H])N([H])[H])S(=O)(=O)[O-])S(=O)(=O)[O-])C4=C([H])C([H])=C(C([H])=C4[H])/N=N/C5=C(C([H])=C6C([H])=C(C([H])=C(C6=C5O[H])N([H])[H])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+]
