ALERTSCounter,CRAMERFLAGS,Error when applying the decision tree,For a better assessment a QSAR calculation could be applied.,No alerts for S. typhimurium mutagenicity,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_OPENEYE_CAN_SMILES,PUBCHEM_OPENEYE_ISO_SMILES,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,PUBCHEM_XLOGP3,Potential S. typhimurium TA100 mutagen based on QSAR,QSAR13 applicable?,QSAR6 applicable?,SA10_Ames,SA11_Ames,SA12_Ames,SA13_Ames,SA14_Ames,SA15_Ames,SA16_Ames,SA18_Ames,SA19_Ames,SA1_Ames,SA21_Ames,SA22_Ames,SA23_Ames,SA24_Ames,SA25_Ames,SA26_Ames,SA27_Ames,SA28_Ames,SA28bis_Ames,SA28ter_Ames,SA29_Ames,SA2_Ames,SA30_Ames,SA37_Ames,SA38_Ames,SA39_Ames,SA3_Ames,SA4_Ames,SA57_Ames,SA58_Ames,SA59_Ames,SA5_Ames,SA60_Ames,SA61_Ames,SA62_Ames,SA63_Ames,SA64_Ames,SA65_Ames,SA66_Ames,SA67_Ames,SA68_Ames,SA69_Ames,SA6_Ames,SA7_Ames,SA8_Ames,SA9_Ames,Structural Alert for S. typhimurium  mutagenicity,Unlikely to be a S. typhimurium TA100 mutagen based on QSAR,aN=Na,ar-N=CH2,cdk:Remark,cdk:Title,toxtree.plugins.ames.rules.AmesMutagenicityTreeResult#explanation,SMILES
0.0000e+00,,NO,NO,YES,0,0,1  2  81  3  82  4  83  5  84  6  85  6  8,0,0,15.5,0,0,0,AAADcYBgAAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGAAAAAAACACAEAAwAIAAAACAACBCAAACAAAgAAAIiAAAAIgIICKAERCAIAAggAAIiAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==,-1,0,1,1,241,15255,78.0469501914,6,0,benzene,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,UHOVQNZJYSORNB-UHFFFAOYSA-N,benzene,benzene,benzene,benzene,benzene,C6H6,78.11,78.0469501914,C1=CC=CC=C1,C1=CC=CC=C1,C1=CC=CC=C1,0,2.1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,241,",SA1_AmesN,SA2_AmesN,SA3_AmesN,SA4_AmesN,SA5_AmesN,SA6_AmesN,SA7_AmesN,SA8_AmesN,SA9_AmesN,SA11_AmesN,SA12_AmesN,SA13_AmesN,SA14_AmesN,SA15_AmesN,SA16_AmesN,SA18_AmesN,SA19_AmesN,SA21_AmesN,SA22_AmesN,SA23_AmesN,SA24_AmesN,SA25_AmesN,SA26_AmesN,SA27_AmesN,SA28_AmesN,SA28bis_AmesN,SA28ter_AmesN,SA29_AmesN,SA30_AmesN,SA37_AmesN,SA38_AmesN,SA39_AmesN,QSAR13 applicable?N,SA10_AmesN,aN=NaN,ar-N=CH2N,QSAR6 applicable?N,SA57_AmesN,SA58_AmesN,SA59_AmesN,SA60_AmesN,SA61_AmesN,SA62_AmesN,SA63_AmesN,SA64_AmesN,SA65_AmesN,SA66_AmesN,SA67_AmesN,SA68_AmesN,SA69_AmesN",C1([H])=C([H])C([H])=C([H])C([H])=C1[H]
