ALERTSCounter,Alert for Acyl Transfer agent identified.,Alert for Michael Acceptor identified.,Alert for SN2 identified.,Alert for SNAr Identified.,Alert for Schiff base formation  identified.,CRAMERFLAGS,No skin sensitisation reactivity domains alerts identified.,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_OPENEYE_CAN_SMILES,PUBCHEM_OPENEYE_ISO_SMILES,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,PUBCHEM_XLOGP3_AA,cdk:Remark,cdk:Title,SMILES
0.0000e+00,NO,NO,NO,NO,NO,,YES,0,0,12  14  813  15  814  16  815  16  83  4  83  8  84  5  85  9  87  12  87  13  88  10  89  10  8,0,0,243,2,1,2,AAADccBwMAAAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAGgAACAAADASAmAAyBoAAAgCIAqBSAAACAAAkIAAIiAEECMgIJjaCFRKAcUAk4BEImYeIyOCOAAACAAAIAAAAAAQAABAAAAAAAAAAAA==,-1,37.3,1,1,77688,15255,212.083729621,16,0,(2-hydroxy-3-methylphenyl)-phenylmethanone,"InChI=1S/C14H12O2/c1-10-6-5-9-12(13(10)15)14(16)11-7-3-2-4-8-11/h2-9,15H,1H3",CMPDALZGFSCNOU-UHFFFAOYSA-N,(2-hydroxy-3-methylphenyl)-phenylmethanone,(2-hydroxy-3-methylphenyl)-phenylmethanone,(2-hydroxy-3-methyl-phenyl)-phenyl-methanone,(3-methyl-2-oxidanyl-phenyl)-phenyl-methanone,(2-hydroxy-3-methyl-phenyl)-phenyl-methanone,C14H12O2,212.24,212.083729621,CC1=C(C(=CC=C1)C(=O)C2=CC=CC=C2)O,CC1=C(C(=CC=C1)C(=O)C2=CC=CC=C2)O,CC1=C(C(=CC=C1)C(=O)C2=CC=CC=C2)O,0,3.8,,77688,C([H])([H])([H])C1=C([H])C([H])=C([H])C(=C1O[H])C(=O)C2=C([H])C([H])=C([H])C([H])=C2[H]
