ALERTSCounter,Alert for Acyl Transfer agent identified.,Alert for Michael Acceptor identified.,Alert for SN2 identified.,Alert for SNAr Identified.,Alert for Schiff base formation  identified.,CRAMERFLAGS,No skin sensitisation reactivity domains alerts identified.,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,SMILES
0.0000e+00,NO,NO,NO,NO,NO,,YES,0,0,12  13  812  15  813  16  815  17  816  18  817  18  8,0,0,292,3,0,5,AAADceBwMAwAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAGhAAAEAADASAmAByDoAAAAGIAiDSCAACAAAkIAAIiAEGCMgIJzaAFRKAMUAl4BEIiYeIyCCOAAAAAAAIAAAAAAAAABAAAAAAAAAAAA==,-1,35.5,1,1,520871,C[Si](C)(C)OC1=CC=CC=C1C(=O)O[Si](C)(C)C,15255,282.11074763,18,0,2-trimethylsilyloxybenzoic acid trimethylsilyl ester,"InChI=1S/C13H22O3Si2/c1-17(2,3)15-12-10-8-7-9-11(12)13(14)16-18(4,5)6/h7-10H,1-6H3",BNAGIDDOEKUJRZ-UHFFFAOYSA-N,trimethylsilyl 2-trimethylsilyloxybenzoate,trimethylsilyl 2-trimethylsilyloxybenzoate,trimethylsilyl 2-trimethylsilyloxybenzoate,trimethylsilyl 2-trimethylsilyloxybenzoate,2-trimethylsilyloxybenzoic acid trimethylsilyl ester,C13H22O3Si2,282.48,282.11074763,C[Si](C)(C)OC1=CC=CC=C1C(=O)O[Si](C)(C)C,0,,520871,C([H])([H])([H])[Si](C([H])([H])[H])(C([H])([H])[H])OC1=C(C([H])=C([H])C([H])=C1[H])C(=O)O[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
