ALERTSCounter,Alert for Acyl Transfer agent identified.,Alert for Michael Acceptor identified.,Alert for SN2 identified.,Alert for SNAr Identified.,Alert for Schiff base formation  identified.,CRAMERFLAGS,No skin sensitisation reactivity domains alerts identified.,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,SMILES
0.0000e+00,NO,NO,NO,NO,NO,,YES,0,0,10  16  811  17  812  18  813  15  813  17  814  16  814  18  87  11  87  9  88  10  88  12  89  15  8,0,0,213,2,4,1,AAADccBzAAAHAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAHAIQAAAADAqBGCAwwIBAAACAAiRCQACCAAAgBwAIiAAAZogIICKBk5GAIABgkAAIyAcQgMAOiAAAIAAAABAQAABAAAAAIAAAAAAAAA==,-1,52,3,1,11933,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl,15255,325.972509,18,0,4-(4-amino-3-chlorophenyl)-2-chloroaniline;dihydrochloride,"InChI=1S/C12H10Cl2N2.2ClH/c13-9-5-7(1-3-11(9)15)8-2-4-12(16)10(14)6-8;;/h1-6H,15-16H2;2*1H",BXAONUZFBUNTQR-UHFFFAOYSA-N,4-(4-amino-3-chlorophenyl)-2-chloroaniline;dihydrochloride,4-(4-amino-3-chlorophenyl)-2-chloroaniline;dihydrochloride,4-(4-amino-3-chloro-phenyl)-2-chloro-aniline;dihydrochloride,4-(4-azanyl-3-chloranyl-phenyl)-2-chloranyl-aniline;dihydrochloride,[4-(4-amino-3-chloro-phenyl)-2-chloro-phenyl]amine;dihydrochloride,C12H12Cl4N2,326.0,323.975459,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl,0,,11933,C1([H])=C(C([H])=C(C(=C1[H])N([H])[H])Cl)C2=C([H])C(=C(C([H])=C2[H])N([H])[H])Cl.Cl[H].Cl[H]
