CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,21  22  821  23  821  26  822  25  822  27  823  28  824  25  824  28  826  30  827  29  829  30  831  34  831  35  832  36  832  37  833  38  833  39  834  36  835  37  838  41  839  42  840  44  840  45  841  43  842  43  844  46  845  47  846  49  847  49  848  50  848  51  850  52  851  54  852  53  853  54  8,0,0,1460,16,4,7,AAADceB/+DBgAAAAAAAAAAAAAAAAAAAAAAAwYMGDAAAAAADBVAAAHgQYCAAADAyB2AAwx8BAAgKCAiRCQHDCAEAgIgAIiBwFfIgKZiKS0dOAcARm0BkI2AewwPAOmACBxCQaESAwAQOISDQiQAAAAAAAAA==,-1,304,3,1,5284349,C1=CC=C(C=C1)N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)C5=CC=C(C=C5)N=NC6=C(C=C(C=C6)N)N)N)O.[Na+].[Na+],15255,781.11137508,54,0,"disodium;4-amino-3-[4-[4-(2,4-diaminophenyl)azophenyl]phenyl]azo-5-hydroxy-6-phenyldiazenylnaphthalene-2,7-disulfonate","InChI=1S/C34H27N9O7S2.2Na/c35-22-10-15-27(26(36)18-22)41-38-24-11-6-19(7-12-24)20-8-13-25(14-9-20)40-42-32-28(51(45,46)47)16-21-17-29(52(48,49)50)33(34(44)30(21)31(32)37)43-39-23-4-2-1-3-5-23;;/h1-18,44H,35-37H2,(H,45,46,47)(H,48,49,50);;/q;2*+1/p-2",XRPLBRIHZGVJIC-UHFFFAOYSA-L,"disodium;4-amino-3-[[4-[4-[(2,4-diaminophenyl)diazenyl]phenyl]phenyl]diazenyl]-5-hydroxy-6-phenyldiazenylnaphthalene-2,7-disulfonate","disodium;4-amino-3-[[4-[4-[(2,4-diaminophenyl)diazenyl]phenyl]phenyl]diazenyl]-5-hydroxy-6-phenyldiazenylnaphthalene-2,7-disulfonate","disodium;4-amino-3-[4-[4-(2,4-diaminophenyl)azophenyl]phenyl]azo-5-hydroxy-6-phenylazo-naphthalene-2,7-disulfonate","disodium;4-azanyl-3-[[4-[4-[[2,4-bis(azanyl)phenyl]diazenyl]phenyl]phenyl]diazenyl]-5-oxidanyl-6-phenyldiazenyl-naphthalene-2,7-disulfonate","disodium;4-amino-3-[4-[4-(2,4-diaminophenyl)azophenyl]phenyl]azo-5-hydroxy-6-phenylazo-naphthalene-2,7-disulfonate",C34H25N9Na2O7S2,781.7,781.11137508,C1=CC=C(C=C1)N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)C5=CC=C(C=C5)N=NC6=C(C=C(C=C6)N)N)N)O.[Na+].[Na+],0,,5284349,"1N,2N,3Y,4N",C1([H])=C([H])C([H])=C(C([H])=C1[H])/N=N/C2=C(C([H])=C3C([H])=C(C(=C(C3=C2O[H])N([H])[H])/N=N/C4=C([H])C([H])=C(C([H])=C4[H])C5=C([H])C([H])=C(C([H])=C5[H])/N=N/C6=C([H])C([H])=C(C([H])=C6N([H])[H])N([H])[H])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+]
