CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,11  15  811  17  812  16  812  18  813  19  813  21  814  20  814  22  815  19  816  20  817  21  818  22  823  27  823  31  824  28  824  32  827  33  828  34  831  35  832  36  833  37  834  38  835  37  836  38  8,2,0,852,6,0,5,AAADceB4ODBgAAAAAAAAAAAAAAAAAAAAAAAwYMGAAAAAAAABVAAAGAQAAAAADACAWAAwAYAAAAKAAiBCAHBCAEAgAAAIiBgAAIgIICKAERCAIAAggAAIiAcAgMAOwAAAAAAEAACAAAAAAAgAAAAAAAAAAA==,-1,131,3,1,5332133,C1=CC=C(C(=C1)C=CC2=CC=C(C=C2)C3=CC=C(C=C3)C=CC4=CC=CC=C4S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],15255,562.04966926,38,0,disodium;2-[(E)-2-[4-[4-[(E)-2-(2-sulfonatophenyl)ethenyl]phenyl]phenyl]ethenyl]benzenesulfonate,"InChI=1S/C28H22O6S2.2Na/c29-35(30,31)27-7-3-1-5-25(27)19-13-21-9-15-23(16-10-21)24-17-11-22(12-18-24)14-20-26-6-2-4-8-28(26)36(32,33)34;;/h1-20H,(H,29,30,31)(H,32,33,34);;/q;2*+1/p-2/b19-13+,20-14+;;",PMPJQLCPEQFEJW-HPKCLRQXSA-L,disodium;2-[(E)-2-[4-[4-[(E)-2-(2-sulfonatophenyl)ethenyl]phenyl]phenyl]ethenyl]benzenesulfonate,disodium;2-[(<I>E</I>)-2-[4-[4-[(<I>E</I>)-2-(2-sulfonatophenyl)ethenyl]phenyl]phenyl]ethenyl]benzenesulfonate,disodium;2-[(E)-2-[4-[4-[(E)-2-(2-sulfonatophenyl)vinyl]phenyl]phenyl]vinyl]benzenesulfonate,disodium;2-[(E)-2-[4-[4-[(E)-2-(2-sulfonatophenyl)ethenyl]phenyl]phenyl]ethenyl]benzenesulfonate,disodium;2-[(E)-2-[4-[4-[(E)-2-(2-sulfonatophenyl)vinyl]phenyl]phenyl]vinyl]besylate,C28H20Na2O6S2,562.6,562.04966926,C1=CC=C(C(=C1)/C=C/C2=CC=C(C=C2)C3=CC=C(C=C3)/C=C/C4=CC=CC=C4S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],0,,5332133,"1N,2N,3Y,4N",C1([H])=C([H])C(=C(C([H])=C1[H])S(=O)(=O)[O-])/C(/[H])=C(\[H])/C2=C([H])C([H])=C(C([H])=C2[H])C3=C([H])C([H])=C(C([H])=C3[H])/C(/[H])=C(\[H])/C4=C(C([H])=C([H])C([H])=C4[H])S(=O)(=O)[O-].[Na+].[Na+]
