ALERTSCounter,Alert for Acyl Transfer agent identified.,Alert for Michael Acceptor identified.,Alert for SN2 identified.,Alert for SNAr Identified.,Alert for Schiff base formation  identified.,CRAMERFLAGS,No skin sensitisation reactivity domains alerts identified.,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_OPENEYE_CAN_SMILES,PUBCHEM_OPENEYE_ISO_SMILES,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,PUBCHEM_XLOGP3,cdk:Remark,cdk:Title,SMILES
0.0000e+00,NO,NO,NO,NO,NO,,YES,0,0,11  13  812  14  813  15  814  15  82  3  82  6  83  7  85  11  85  12  86  9  87  10  89  10  8,0,0,215,1,0,2,AAADccBwIAAAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAGgAAAAAADASAmAAyAIAAAACIAqBSAAACAAAkAAAIiAEAAMgIIDKAFRCAIQAggAAIiYcIiMCOgAAAAAAQAAAAAAAAACAAAAAAAAAAAA==,-1,17.1,1,1,67230,15255,196.088815002,15,0,(2-methylphenyl)-phenylmethanone,"InChI=1S/C14H12O/c1-11-7-5-6-10-13(11)14(15)12-8-3-2-4-9-12/h2-10H,1H3",CKGKXGQVRVAKEA-UHFFFAOYSA-N,(2-methylphenyl)-phenylmethanone,(2-methylphenyl)-phenylmethanone,o-tolyl(phenyl)methanone,(2-methylphenyl)-phenyl-methanone,o-tolyl(phenyl)methanone,C14H12O,196.24,196.088815002,CC1=CC=CC=C1C(=O)C2=CC=CC=C2,CC1=CC=CC=C1C(=O)C2=CC=CC=C2,CC1=CC=CC=C1C(=O)C2=CC=CC=C2,0,3.1,,67230,C([H])([H])([H])C1=C(C([H])=C([H])C([H])=C1[H])C(=O)C2=C([H])C([H])=C([H])C([H])=C2[H]
