CRAMERFLAGS,Cramer rules,PUBCHEM_ATOM_DEF_STEREO_COUNT,PUBCHEM_ATOM_UDEF_STEREO_COUNT,PUBCHEM_BONDANNOTATIONS,PUBCHEM_BOND_DEF_STEREO_COUNT,PUBCHEM_BOND_UDEF_STEREO_COUNT,PUBCHEM_CACTVS_COMPLEXITY,PUBCHEM_CACTVS_HBOND_ACCEPTOR,PUBCHEM_CACTVS_HBOND_DONOR,PUBCHEM_CACTVS_ROTATABLE_BOND,PUBCHEM_CACTVS_SUBSKEYS,PUBCHEM_CACTVS_TAUTO_COUNT,PUBCHEM_CACTVS_TPSA,PUBCHEM_COMPONENT_COUNT,PUBCHEM_COMPOUND_CANONICALIZED,PUBCHEM_COMPOUND_CID,PUBCHEM_CONNECTIVITY_SMILES,PUBCHEM_COORDINATE_TYPE,PUBCHEM_EXACT_MASS,PUBCHEM_HEAVY_ATOM_COUNT,PUBCHEM_ISOTOPIC_ATOM_COUNT,PUBCHEM_IUPAC_CAS_NAME,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,PUBCHEM_IUPAC_NAME,PUBCHEM_IUPAC_NAME_MARKUP,PUBCHEM_IUPAC_OPENEYE_NAME,PUBCHEM_IUPAC_SYSTEMATIC_NAME,PUBCHEM_IUPAC_TRADITIONAL_NAME,PUBCHEM_MOLECULAR_FORMULA,PUBCHEM_MOLECULAR_WEIGHT,PUBCHEM_MONOISOTOPIC_WEIGHT,PUBCHEM_SMILES,PUBCHEM_TOTAL_CHARGE,cdk:Remark,cdk:Title,toxTree.tree.cramer.CramerTreeResult,SMILES
,High (Class III),0,0,10  16  811  17  812  20  813  21  814  18  815  19  816  18  817  19  820  22  821  23  84  22  84  8  85  23  85  9  86  10  86  12  86  8  87  11  87  13  87  9  88  14  89  15  8,0,0,138,4,0,0,AAADccB7MAAAAAAEAAAAAAAAAAAAAAAAAAA8eIEAAAAAAACx/gAAHgAAAAAADAzBngQ8xvIIEACgAzRnRASCgCAxYiAI2CA/bJgKJuLAkZOEMAhkwBHYyAeQwLAOAAABAAACEAAAAAIAAAQgAAAAAAAAAA==,-1,71.9,3,1,3032555,C1=CC2=C(C(=C1)[O-])N=CC=C2.C1=CC2=C(C(=C1)[O-])N=CC=C2.[Cu+2],15255,351.019475,23,0,copper bis(8-quinolinolate),"InChI=1S/2C9H7NO.Cu/c2*11-8-5-1-3-7-4-2-6-10-9(7)8;/h2*1-6,11H;/q;;+2/p-2",YXLXNENXOJSQEI-UHFFFAOYSA-L,copper bis(quinolin-8-olate),copper bis(quinolin-8-olate),copper bis(quinolin-8-olate),copper bis(quinolin-8-olate),cupric bis(quinolin-8-olate),C18H12CuN2O2,351.8,351.019475,C1=CC2=C(C(=C1)[O-])N=CC=C2.C1=CC2=C(C(=C1)[O-])N=CC=C2.[Cu+2],0,,3032555,"1N,2N,3Y,4N",C1([H])=C([H])C(=C2C(=C1[H])C([H])=C([H])C([H])=N2)[O-].C1([H])=C([H])C(=C2C(=C1[H])C([H])=C([H])C([H])=N2)[O-].[Cu+2]
